sample_id,rep,prompt_version,news_desk,model,vader_compound
73,2,E,Foreign,Gemini-2.5-Flash,0.28876666666666667
74,0,E,Foreign,Gemini-2.5-Flash,-0.51005
74,1,E,Foreign,Gemini-2.5-Flash,-0.6686500000000001
74,2,E,Foreign,Gemini-2.5-Flash,0.010200000000000015
75,0,E,Foreign,Gemini-2.5-Flash,0.267925
75,1,E,Foreign,Gemini-2.5-Flash,-0.032875000000000015
75,2,E,Foreign,Gemini-2.5-Flash,0.05897499999999997
76,0,E,Foreign,Gemini-2.5-Flash,0.5100250000000001
76,1,E,Foreign,Gemini-2.5-Flash,0.425125
76,2,E,Foreign,Gemini-2.5-Flash,0.65405
77,0,E,Foreign,Gemini-2.5-Flash,-0.5442250000000001
77,1,E,Foreign,Gemini-2.5-Flash,-0.9594499999999999
77,2,E,Foreign,Gemini-2.5-Flash,-0.8461500000000001
78,0,E,Foreign,Gemini-2.5-Flash,0.526575
78,1,E,Foreign,Gemini-2.5-Flash,0.702475
78,2,E,Foreign,Gemini-2.5-Flash,0.7817750000000001
79,0,E,Foreign,Gemini-2.5-Flash,-0.03375000000000003
79,1,E,Foreign,Gemini-2.5-Flash,-0.056975
79,2,E,Foreign,Gemini-2.5-Flash,-0.75625
