sample_id,rep,prompt_version,news_desk,model,vader_compound
73,0,E,Foreign,Claude-Haiku-4.5,0.013050000000000004
73,1,E,Foreign,Claude-Haiku-4.5,-0.08597500000000001
73,2,E,Foreign,Claude-Haiku-4.5,0.33817499999999995
74,0,E,Foreign,Claude-Haiku-4.5,-0.7919999999999999
74,1,E,Foreign,Claude-Haiku-4.5,-0.59375
74,2,E,Foreign,Claude-Haiku-4.5,-0.8342
75,0,E,Foreign,Claude-Haiku-4.5,0.33535
75,1,E,Foreign,Claude-Haiku-4.5,-0.020749999999999963
75,2,E,Foreign,Claude-Haiku-4.5,0.46229999999999993
76,0,E,Foreign,Claude-Haiku-4.5,0.361975
76,1,E,Foreign,Claude-Haiku-4.5,0.57395
76,2,E,Foreign,Claude-Haiku-4.5,0.6311666666666667
77,0,E,Foreign,Claude-Haiku-4.5,-0.8537750000000001
77,1,E,Foreign,Claude-Haiku-4.5,-0.774475
77,2,E,Foreign,Claude-Haiku-4.5,-0.8910750000000001
78,0,E,Foreign,Claude-Haiku-4.5,0.06997499999999998
78,1,E,Foreign,Claude-Haiku-4.5,0.437975
78,2,E,Foreign,Claude-Haiku-4.5,0.37697500000000006
79,0,E,Foreign,Claude-Haiku-4.5,-0.8829
79,1,E,Foreign,Claude-Haiku-4.5,-0.7105250000000001
79,2,E,Foreign,Claude-Haiku-4.5,-0.6014666666666667
