sample_id,rep,prompt_version,news_desk,model,sentiment,n_chunks,word_count
44,1,E,Business,Claude-Haiku-4.5,-0.9855968993506394,4,1051
44,2,E,Business,Claude-Haiku-4.5,-0.36210020957514644,3,976
45,0,E,Business,Claude-Haiku-4.5,-0.9760206302938362,3,931
45,1,E,Business,Claude-Haiku-4.5,-0.9911831686428437,3,973
45,2,E,Business,Claude-Haiku-4.5,-0.5822286424227059,3,939
46,0,E,Business,Claude-Haiku-4.5,-0.30942856427282095,3,985
46,1,E,Business,Claude-Haiku-4.5,0.5951834054042896,3,980
46,2,E,Business,Claude-Haiku-4.5,-0.22546765891214213,3,944
47,0,E,Business,Claude-Haiku-4.5,-0.994825215311721,3,911
47,1,E,Business,Claude-Haiku-4.5,-0.940754701072971,3,886
47,2,E,Business,Claude-Haiku-4.5,-0.8617461691610515,3,933
48,0,E,Business,Claude-Haiku-4.5,-0.4721696823835373,3,993
48,1,E,Business,Claude-Haiku-4.5,-0.7190798938584825,3,958
48,2,E,Business,Claude-Haiku-4.5,-0.9901863052509725,4,1009
49,0,E,Business,Claude-Haiku-4.5,-0.9801080549756686,3,936
49,1,E,Business,Claude-Haiku-4.5,-0.9849060367171963,3,927
49,2,E,Business,Claude-Haiku-4.5,-0.9890169012360275,3,879
50,0,E,Foreign,Claude-Haiku-4.5,-0.14425528639306626,3,922
50,1,E,Foreign,Claude-Haiku-4.5,-0.9724173679326972,3,966
50,2,E,Foreign,Claude-Haiku-4.5,-0.8772355938951174,3,991
51,0,E,Foreign,Claude-Haiku-4.5,-0.7617089637399962,3,997
51,1,E,Foreign,Claude-Haiku-4.5,-0.9128892725954453,3,1016
51,2,E,Foreign,Claude-Haiku-4.5,-0.7615627171471715,4,1053
52,0,E,Foreign,Claude-Haiku-4.5,0.32047692119764787,3,879
52,1,E,Foreign,Claude-Haiku-4.5,0.3728838739916682,3,890
52,2,E,Foreign,Claude-Haiku-4.5,-0.23660353990271688,3,1015
53,0,E,Foreign,Claude-Haiku-4.5,-0.36157972598448396,3,1000
53,1,E,Foreign,Claude-Haiku-4.5,-0.7187839794593552,3,1040
53,2,E,Foreign,Claude-Haiku-4.5,-0.9834752103003362,3,1018
54,0,E,Foreign,Claude-Haiku-4.5,0.6022037987907728,3,998
54,1,E,Foreign,Claude-Haiku-4.5,0.33147495426237583,3,950
54,2,E,Foreign,Claude-Haiku-4.5,-0.6068971355756124,3,952
55,0,E,Foreign,Claude-Haiku-4.5,0.31542689935304224,3,981
55,1,E,Foreign,Claude-Haiku-4.5,-0.21113935485482216,3,976
55,2,E,Foreign,Claude-Haiku-4.5,-0.8154739184925953,3,876
56,0,E,Foreign,Claude-Haiku-4.5,-0.6075434032827616,3,863
56,1,E,Foreign,Claude-Haiku-4.5,-0.9454488606813053,3,895
56,2,E,Foreign,Claude-Haiku-4.5,-0.9852728708647192,4,988
57,0,E,Foreign,Claude-Haiku-4.5,-0.2282810153750082,3,979
57,1,E,Foreign,Claude-Haiku-4.5,-0.7902978329608837,3,866
57,2,E,Foreign,Claude-Haiku-4.5,-0.8275695201009512,3,988
58,0,E,Foreign,Claude-Haiku-4.5,-0.8850042608877023,3,911
58,1,E,Foreign,Claude-Haiku-4.5,-0.1635131761431694,3,927
58,2,E,Foreign,Claude-Haiku-4.5,-0.9183462536893785,3,927
59,0,E,Foreign,Claude-Haiku-4.5,-0.47070014709606767,3,911
59,1,E,Foreign,Claude-Haiku-4.5,-0.9328564627406498,3,963
59,2,E,Foreign,Claude-Haiku-4.5,-0.3654963467270136,3,973
60,0,E,Foreign,Claude-Haiku-4.5,-0.10767810582183301,4,1022
60,1,E,Foreign,Claude-Haiku-4.5,-0.6152745929236213,3,987
60,2,E,Foreign,Claude-Haiku-4.5,-0.20362677751109004,4,1022
61,0,E,Foreign,Claude-Haiku-4.5,-0.9935558584596341,3,903
61,1,E,Foreign,Claude-Haiku-4.5,-0.9615763225592673,3,804
61,2,E,Foreign,Claude-Haiku-4.5,-0.9794309129162381,3,901
62,0,E,Foreign,Claude-Haiku-4.5,-0.9882305688224733,3,990
62,1,E,Foreign,Claude-Haiku-4.5,-0.9717295380154004,3,1002
62,2,E,Foreign,Claude-Haiku-4.5,-0.9947070576017722,3,997
63,0,E,Foreign,Claude-Haiku-4.5,-0.9419098204622666,3,903
63,1,E,Foreign,Claude-Haiku-4.5,-0.5298961885273457,3,958
63,2,E,Foreign,Claude-Haiku-4.5,-0.8687617182731628,3,897
64,0,E,Foreign,Claude-Haiku-4.5,-0.422354140629371,3,864
64,1,E,Foreign,Claude-Haiku-4.5,-0.2854970581829548,3,894
64,2,E,Foreign,Claude-Haiku-4.5,-0.6138336124519507,3,834
65,0,E,Foreign,Claude-Haiku-4.5,-0.7306970435505112,3,957
65,1,E,Foreign,Claude-Haiku-4.5,-0.9202948722522706,4,1024
65,2,E,Foreign,Claude-Haiku-4.5,-0.8461653450503945,3,980
66,0,E,Foreign,Claude-Haiku-4.5,-0.5134688707767054,4,1056
66,1,E,Foreign,Claude-Haiku-4.5,-0.8936791269419094,3,978
66,2,E,Foreign,Claude-Haiku-4.5,-0.34838360858460266,3,953
67,0,E,Foreign,Claude-Haiku-4.5,-0.332398892690738,3,875
67,1,E,Foreign,Claude-Haiku-4.5,-0.48563676746562123,3,988
67,2,E,Foreign,Claude-Haiku-4.5,-0.4640020343164603,3,926
68,0,E,Foreign,Claude-Haiku-4.5,-0.2418053758641084,3,979
68,1,E,Foreign,Claude-Haiku-4.5,0.1887039712164551,4,1040
68,2,E,Foreign,Claude-Haiku-4.5,-0.3996274371941884,3,966
69,0,E,Foreign,Claude-Haiku-4.5,0.25520474603399634,3,903
69,1,E,Foreign,Claude-Haiku-4.5,0.366452034873267,3,974
69,2,E,Foreign,Claude-Haiku-4.5,0.44043513884147006,3,906
70,0,E,Foreign,Claude-Haiku-4.5,0.783970560412854,4,1171
70,1,E,Foreign,Claude-Haiku-4.5,0.9872088490519673,3,985
70,2,E,Foreign,Claude-Haiku-4.5,0.31211799980762106,3,1013
71,0,E,Foreign,Claude-Haiku-4.5,-0.5675719367961088,3,907
71,1,E,Foreign,Claude-Haiku-4.5,-0.9884083967190236,3,1019
71,2,E,Foreign,Claude-Haiku-4.5,-0.8978897103418907,3,956
72,0,E,Foreign,Claude-Haiku-4.5,-0.5512841026065871,4,968
72,1,E,Foreign,Claude-Haiku-4.5,-0.8527731110031406,3,987
72,2,E,Foreign,Claude-Haiku-4.5,-0.645490060094744,3,950
73,0,E,Foreign,Claude-Haiku-4.5,-0.33033535691599053,3,911
73,1,E,Foreign,Claude-Haiku-4.5,-0.2176964333630167,4,1060
73,2,E,Foreign,Claude-Haiku-4.5,-0.45563517848495394,4,1048
74,0,E,Foreign,Claude-Haiku-4.5,-0.3230127979380389,3,957
74,1,E,Foreign,Claude-Haiku-4.5,-0.9334243051707745,3,1002
74,2,E,Foreign,Claude-Haiku-4.5,0.4307337900002797,3,916
75,0,E,Foreign,Claude-Haiku-4.5,-0.12148263305425644,3,986
75,1,E,Foreign,Claude-Haiku-4.5,-0.018245430546812713,4,1053
75,2,E,Foreign,Claude-Haiku-4.5,0.24295781832188368,4,1038
76,0,E,Foreign,Claude-Haiku-4.5,-0.8414005503679315,3,969
76,1,E,Foreign,Claude-Haiku-4.5,-0.5648263444503149,3,918
76,2,E,Foreign,Claude-Haiku-4.5,-0.9720286722294986,3,899
77,0,E,Foreign,Claude-Haiku-4.5,-0.9875707273216298,3,958
77,1,E,Foreign,Claude-Haiku-4.5,-0.7542076730169356,3,957
77,2,E,Foreign,Claude-Haiku-4.5,-0.9877157639712095,4,1023
78,0,E,Foreign,Claude-Haiku-4.5,-0.49296007041508955,3,936
78,1,E,Foreign,Claude-Haiku-4.5,-0.34970682378237444,3,1033
78,2,E,Foreign,Claude-Haiku-4.5,-0.04791855229996145,4,1030
79,0,E,Foreign,Claude-Haiku-4.5,-0.9733028084350129,3,994
79,1,E,Foreign,Claude-Haiku-4.5,-0.22406986798159778,4,992
79,2,E,Foreign,Claude-Haiku-4.5,-0.5410038443903128,3,897
